scaffold_1	410087	416087
scaffold_1	592087	615087
scaffold_1	625087	628087
scaffold_1	660087	666087
scaffold_1	672087	678087
scaffold_1	768087	775087
scaffold_1	1132087	1137087
scaffold_1	1149087	1155087
scaffold_1	1221087	1226087
scaffold_1	1259087	1262087
scaffold_1	1268087	1275087
scaffold_1	1282180	1288180
scaffold_1	1319180	1339180
scaffold_1	1610180	1615180
scaffold_1	2011180	2022180
scaffold_1	2476180	2482180
scaffold_1	3102180	3105180
scaffold_1	3112180	3115180
scaffold_1	3123180	3126180
scaffold_1	3805260	3810260
scaffold_1	3845260	3848260
scaffold_1	3871260	3876260
scaffold_1	3883260	3888260
scaffold_1	3900260	3903260
scaffold_1	4017260	4030260
scaffold_1	4072260	4078260
scaffold_1	4096260	4101260
scaffold_1	4103260	4109260
scaffold_1	4125260	4131260
scaffold_1	4134260	4140260
scaffold_1	4154260	4160260
scaffold_1	4250260	4256260
scaffold_1	4351260	4358260
scaffold_1	4570790	4575790
scaffold_1	4576790	4591790
scaffold_1	4608790	4612790
scaffold_1	4649790	4652790
scaffold_1	4660790	4669790
scaffold_1	4670790	4679790
scaffold_1	4740790	4747790
scaffold_1	4754790	4762790
scaffold_1	4788790	4794790
scaffold_1	4842790	4855790
scaffold_1	4861790	4871790
scaffold_1	4919790	4927460
scaffold_1	4932460	4936460
scaffold_1	4942460	4949790
scaffold_1	5111460	5122460
scaffold_1	5166460	5180460
scaffold_1	5200460	5204460
scaffold_1	5300460	5306460
scaffold_1	5307460	5313460
scaffold_1	5428460	5431460
scaffold_1	5484460	5487460
scaffold_1	5537460	5541460
scaffold_1	5553460	5559460
scaffold_1	5593460	5599460
scaffold_1	5725460	5731460
scaffold_1	5810160	5819160
scaffold_1	5821160	5827160
scaffold_1	5828160	5835160
scaffold_1	5968160	5972160
scaffold_1	5983160	5986160
scaffold_1	5998160	6003160
scaffold_1	6013160	6018160
scaffold_1	6465160	6473160
scaffold_1	6494300	6499300
scaffold_1	6612160	6617300
scaffold_1	6625300	6639300
scaffold_1	6641300	6664300
scaffold_1	6680300	6686300
scaffold_1	6705300	6709300
scaffold_1	6748300	6757300
scaffold_1	6818300	6822300
scaffold_1	6827300	6834300
scaffold_1	6880300	6905300
scaffold_1	6950300	6956300
scaffold_1	7030300	7035300
scaffold_1	7043990	7055300
scaffold_1	7094990	7101990
scaffold_1	7169990	7172990
scaffold_1	7192990	7198990
scaffold_1	7203990	7207990
scaffold_1	7248990	7254990
scaffold_1	7261990	7267990
scaffold_1	7606390	7612390
scaffold_1	7613390	7619390
scaffold_1	7663390	7666390
scaffold_1	8045390	8052390
scaffold_1	8099940	8105940
scaffold_1	8162940	8168940
scaffold_1	8292940	8297940
scaffold_1	8305940	8315940
scaffold_1	8573940	8579940
scaffold_1	8621830	8639830
scaffold_1	8694830	8698830
scaffold_1	8768830	8771830
scaffold_1	8777830	8781830
scaffold_1	8895830	8906830
scaffold_1	8909830	8912830
scaffold_1	9031830	9035830
scaffold_1	9039830	9045830
scaffold_1	9123210	9142210
scaffold_1	9210210	9223210
scaffold_1	9244210	9262210
scaffold_1	9287210	9290210
scaffold_1	9345450	9351450
scaffold_1	9355450	9361450
scaffold_1	9370450	9379450
scaffold_1	9468450	9474450
scaffold_1	9551450	9557450
scaffold_1	9602450	9614450
scaffold_1	9784450	9789450
scaffold_1	10048400	10057400
scaffold_1	10111400	10117400
scaffold_1	10490400	10496400
scaffold_1	10550400	10554400
scaffold_1	10673200	10677200
scaffold_1	10690200	10699200
scaffold_1	10706200	10717200
